City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
596,Stuttgart,DE,69.4,few clouds,48.7823,9.177,Hotel Unger
597,Tampere,FI,63.0,clear sky,61.4991,23.7871,Holiday Club Tampere Spa
598,Sundsvall,SE,62.56,clear sky,62.3913,17.3063,Clarion Collection Hotel Grand Sundsvall
600,Ust-Nera,RU,64.96,scattered clouds,64.5667,143.2,Hotel Ust-Nera
601,Abancay,PE,68.86,few clouds,-13.6339,-72.8814,Siball Hotel
602,Ziarat,PK,69.98,scattered clouds,30.3823,67.7282,Pakiza Guest House
603,Basco,PH,82.65,broken clouds,20.4487,121.9702,Nathaniel's Lodge
604,Mananara,MG,65.12,few clouds,-16.1667,49.7667,Chez Roger
607,Rawlins,US,82.29,few clouds,41.7911,-107.2387,"Holiday Inn Express Rawlins, an IHG Hotel"
608,San Andres,CO,81.99,overcast clouds,12.5847,-81.7006,Hotel Arena Blanca
611,Sao Mateus,BR,71.19,clear sky,-18.7161,-39.8589,Hotel Rio Norte
612,Valparaiso,CL,67.64,clear sky,-33.0393,-71.6273,Hotel Ultramar
613,Brasileia,BR,84.49,broken clouds,-11.0161,-68.7481,Pousada Tobias
614,Natal,BR,74.05,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
615,Korla,CN,78.49,overcast clouds,41.7597,86.1469,Gulisitan Hotel
616,Cockburn Town,TC,84.16,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
621,Meulaboh,ID,74.93,broken clouds,4.1363,96.1285,Kost Pria
622,Huntsville,US,82.65,light rain,34.7304,-86.5861,Embassy Suites by Hilton Huntsville Hotel & Spa
624,Plattsburgh,US,75.96,broken clouds,44.6995,-73.4529,La Quinta Inn & Suites by Wyndham Plattsburgh
626,Smithers,CA,60.75,light rain,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
627,Diffa,NE,73.06,overcast clouds,13.3154,12.6113,ProDAF/Diffa
628,Puerto Colombia,CO,84.29,broken clouds,10.9878,-74.9547,Hotel El Emigrante
629,Seoul,KR,78.28,scattered clouds,37.5683,126.9778,롯데호텔 서울
632,Asau,RO,69.28,clear sky,46.4333,26.4,Casa Mika Ciobanus
635,Inhambane,MZ,63.7,light rain,-23.865,35.3833,Oceano
639,Najran,SA,73.47,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
640,Ampanihy,MG,66.22,clear sky,-24.7,44.75,Angora Hotel
643,Paveh,IR,73.42,clear sky,35.0434,46.3565,اقامتگاه بوم‌گردی حسن ساعدی
646,Barguzin,RU,65.57,overcast clouds,53.6167,109.6167,"Gostevoy Dom S.barguzin ""Vizit"""
647,Afua,BR,77.11,heavy intensity rain,-0.1567,-50.3867,Hotel Dias
648,Pontianak,ID,76.98,mist,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
649,Bowen,AU,63.93,broken clouds,-20.0167,148.2333,Castle Motor Lodge Motel
650,Atasu,KZ,71.73,overcast clouds,48.6814,71.6433,Dostyk
651,Waddan,LY,80.24,clear sky,29.1614,16.139,محل الشريف محمد العايب
652,Boyolangu,ID,72.0,broken clouds,-8.1181,111.8935,Yos ega cv
655,Ofunato,JP,79.0,overcast clouds,39.0717,141.7167,Ofunato Hot Spring
656,Lensk,RU,70.63,scattered clouds,60.7253,114.9278,ТинОрС
657,Guiren,CN,73.74,broken clouds,33.6697,118.1889,Suyuan Hotel
659,Passos,BR,69.66,scattered clouds,-20.7189,-46.6097,AL
660,Mnogovershinnyy,RU,67.42,few clouds,53.9353,139.9242,Kvartsevaya Sopka
661,Auki,SB,82.56,broken clouds,-8.7676,160.7034,Auki Motel
662,Redmond,US,80.85,broken clouds,47.674,-122.1215,Seattle Marriott Redmond
663,Manta,EC,75.07,overcast clouds,-0.95,-80.7333,Balandra Hotel
665,Dharchula,IN,74.62,overcast clouds,29.85,80.5333,Mahara Hotel
667,Suzhou,CN,80.47,overcast clouds,31.3114,120.6181,Holiday Inn Jasmine Suzhou
668,Myshkin,RU,60.98,clear sky,57.7897,38.4545,Koshkin Dom
669,Buta,CD,69.75,overcast clouds,2.7858,24.73,HOTEL BISO NA BISO
670,Wanxian,CN,75.85,few clouds,30.8039,108.3897,7Days Inn Chongqing Shiqiaopu
671,Watsa,CD,64.49,overcast clouds,3.0372,29.5355,Hôtel Le Pacifique
672,Maarianhamina,AX,67.86,clear sky,60.0973,19.9348,Park Alandia Hotel
673,Belmonte,BR,73.9,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
674,Arica,CL,61.03,overcast clouds,-18.475,-70.3042,Hostal Jardin Del Sol
676,Pangnirtung,CA,60.37,broken clouds,66.1451,-65.7125,Kilabuk Lodge
678,Ayagoz,KZ,65.17,clear sky,47.9714,80.4392,Gostinitsa Nur
680,Merrill,US,83.8,clear sky,45.1805,-89.6835,Prairie Motel
681,Bela,IN,82.96,overcast clouds,25.9333,81.9833,Raj Bhawan
683,Lazaro Cardenas,MX,84.18,overcast clouds,17.9583,-102.2,quinta antigua
684,Saint-Francois,FR,68.18,clear sky,46.4154,3.9054,Manoir Du Bonheur
